Country,Area,Months,Year,temperature,MonthCode
HUN,Hungary,June,2003,3.825,6
HUN,Hungary,July,2003,1.946,7
HUN,Hungary,August,2003,3.901,8
HUN,Hungary,September,2003,0.287,9
HUN,Hungary,October,2003,-2.044,10
HUN,Hungary,November,2003,2.12,11
HUN,Hungary,December,2003,0.681,12
ISL,Iceland,January,2003,1.56,1
ISL,Iceland,February,2003,2.11,2
ISL,Iceland,March,2003,2.893,3
ISL,Iceland,April,2003,2.926,4
ISL,Iceland,May,2003,0.058,5
ISL,Iceland,June,2003,1.536,6
ISL,Iceland,July,2003,1.296,7
ISL,Iceland,August,2003,2.457,8
ISL,Iceland,September,2003,1.185,9
ISL,Iceland,October,2003,0.304,10
ISL,Iceland,November,2003,1.294,11
ISL,Iceland,December,2003,0.675,12
IND,India,January,2003,-0.017,1
IND,India,February,2003,0.895,2
IND,India,March,2003,0.183,3
IND,India,April,2003,0.866,4
IND,India,May,2003,0.598,5
IND,India,June,2003,0.889,6
IND,India,July,2003,0.28,7
IND,India,August,2003,0.523,8
IND,India,September,2003,0.276,9
IND,India,October,2003,0.29,10
IND,India,November,2003,0.817,11
IND,India,December,2003,0.517,12
INA,Indonesia,January,2003,0.695,1
INA,Indonesia,February,2003,0.436,2
INA,Indonesia,March,2003,0.568,3
INA,Indonesia,April,2003,0.43,4
INA,Indonesia,May,2003,0.55,5
INA,Indonesia,June,2003,0.697,6
INA,Indonesia,July,2003,0.458,7
INA,Indonesia,August,2003,0.626,8
INA,Indonesia,September,2003,0.525,9
INA,Indonesia,October,2003,0.444,10
INA,Indonesia,November,2003,0.53,11
INA,Indonesia,December,2003,0.169,12
IRI,Iran,January,2003,1.863,1
IRI,Iran,February,2003,2.004,2
IRI,Iran,March,2003,0.104,3
IRI,Iran,April,2003,1.1,4
IRI,Iran,May,2003,-0.027,5
IRI,Iran,June,2003,0.789,6
IRI,Iran,July,2003,1.456,7
IRI,Iran,August,2003,1.398,8
IRI,Iran,September,2003,0.685,9
IRI,Iran,October,2003,1.914,10
IRI,Iran,November,2003,0.065,11
IRI,Iran,December,2003,0.747,12
IRQ,Iraq,January,2003,1.73,1
IRQ,Iraq,February,2003,0.586,2
IRQ,Iraq,March,2003,-1.038,3
IRQ,Iraq,April,2003,1.238,4
IRQ,Iraq,May,2003,1.66,5
IRQ,Iraq,June,2003,1.11,6
IRQ,Iraq,July,2003,0.677,7
IRQ,Iraq,August,2003,2.025,8
IRQ,Iraq,September,2003,0.34,9
IRQ,Iraq,October,2003,2.043,10
IRQ,Iraq,November,2003,0.411,11
IRQ,Iraq,December,2003,0.636,12
IRL,Ireland,January,2003,0.688,1
IRL,Ireland,February,2003,0.859,2
IRL,Ireland,March,2003,1.73,3
IRL,Ireland,April,2003,1.883,4
IRL,Ireland,May,2003,0.421,5
IRL,Ireland,June,2003,1.023,6
IRL,Ireland,July,2003,1.305,7
IRL,Ireland,August,2003,2.077,8
IRL,Ireland,September,2003,0.998,9
IRL,Ireland,October,2003,-0.756,10
IRL,Ireland,November,2003,1.409,11
IRL,Ireland,December,2003,0.458,12
ISR,Israel,January,2003,1.703,1
ISR,Israel,February,2003,-1.166,2
ISR,Israel,March,2003,-1.891,3
ISR,Israel,April,2003,0.333,4
ISR,Israel,May,2003,2.874,5
ISR,Israel,June,2003,0.58,6
ISR,Israel,July,2003,0.724,7
ISR,Israel,August,2003,0.983,8
ISR,Israel,September,2003,0.318,9
ISR,Israel,October,2003,0.568,10
ISR,Israel,November,2003,0.581,11
ISR,Israel,December,2003,0.055,12
ITA,Italy,January,2003,0.868,1
ITA,Italy,February,2003,-2.445,2
ITA,Italy,March,2003,0.785,3
ITA,Italy,April,2003,0.427,4
ITA,Italy,May,2003,2.995,5
ITA,Italy,June,2003,4.922,6
ITA,Italy,July,2003,3.073,7
ITA,Italy,August,2003,4.359,8
ITA,Italy,September,2003,0.329,9
ITA,Italy,October,2003,0.054,10
ITA,Italy,November,2003,1.587,11
ITA,Italy,December,2003,0.504,12
JAM,Jamaica,January,2003,1.085,1
JAM,Jamaica,February,2003,1.486,2
JAM,Jamaica,March,2003,1.572,3
JAM,Jamaica,April,2003,1.07,4
JAM,Jamaica,May,2003,1.199,5
JAM,Jamaica,June,2003,0.83,6
JAM,Jamaica,July,2003,0.244,7
JAM,Jamaica,August,2003,0.844,8
JAM,Jamaica,September,2003,1.208,9
JAM,Jamaica,October,2003,1.325,10
JAM,Jamaica,November,2003,1.214,11
JAM,Jamaica,December,2003,0.871,12
JPN,Japan,January,2003,0.026,1
JPN,Japan,February,2003,0.845,2
JPN,Japan,March,2003,0.144,3
JPN,Japan,April,2003,1.105,4
JPN,Japan,May,2003,0.749,5
JPN,Japan,June,2003,0.627,6
JPN,Japan,July,2003,-1.689,7
JPN,Japan,August,2003,-0.505,8
JPN,Japan,September,2003,0.731,9
JPN,Japan,October,2003,-0.102,10
JPN,Japan,November,2003,2.116,11
JPN,Japan,December,2003,0.853,12
KAZ,Kazakhstan,January,2003,3.511,1
KAZ,Kazakhstan,February,2003,1.667,2
KAZ,Kazakhstan,March,2003,-0.864,3
KAZ,Kazakhstan,April,2003,-1.753,4
KAZ,Kazakhstan,May,2003,0.379,5
KAZ,Kazakhstan,June,2003,-1.092,6
KAZ,Kazakhstan,July,2003,-1.25,7
KAZ,Kazakhstan,August,2003,2.237,8
KAZ,Kazakhstan,September,2003,1.26,9
KAZ,Kazakhstan,October,2003,2.394,10
KAZ,Kazakhstan,November,2003,0.223,11
KAZ,Kazakhstan,December,2003,2.345,12
KEN,Kenya,January,2003,0.811,1
KEN,Kenya,February,2003,1.159,2
KEN,Kenya,March,2003,1.313,3
KEN,Kenya,April,2003,1.361,4
KEN,Kenya,May,2003,0.856,5
KEN,Kenya,June,2003,1.054,6
KEN,Kenya,July,2003,0.87,7
KEN,Kenya,August,2003,0.525,8
KEN,Kenya,September,2003,0.912,9
KEN,Kenya,October,2003,1.037,10
KEN,Kenya,November,2003,0.865,11
KEN,Kenya,December,2003,0.647,12
KUW,Kuwait,January,2003,1.483,1
KUW,Kuwait,February,2003,1.841,2
KUW,Kuwait,March,2003,0.248,3
KUW,Kuwait,April,2003,2.689,4
KUW,Kuwait,May,2003,2.477,5
KUW,Kuwait,June,2003,2.304,6
KUW,Kuwait,July,2003,1.767,7
KUW,Kuwait,August,2003,2.382,8
KUW,Kuwait,September,2003,1.128,9
KUW,Kuwait,October,2003,2.212,10
KUW,Kuwait,November,2003,0.399,11
KUW,Kuwait,December,2003,1.22,12
KGZ,Kyrgyzstan,January,2003,4.071,1
KGZ,Kyrgyzstan,February,2003,2.885,2
KGZ,Kyrgyzstan,March,2003,-0.221,3
KGZ,Kyrgyzstan,April,2003,-2.294,4
KGZ,Kyrgyzstan,May,2003,-1.228,5
KGZ,Kyrgyzstan,June,2003,-0.182,6
KGZ,Kyrgyzstan,July,2003,0.136,7
KGZ,Kyrgyzstan,August,2003,0.741,8
KGZ,Kyrgyzstan,September,2003,0.979,9
KGZ,Kyrgyzstan,October,2003,1.281,10
KGZ,Kyrgyzstan,November,2003,0.981,11
KGZ,Kyrgyzstan,December,2003,0.049,12
LAT,Latvia,January,2003,-0.024,1
LAT,Latvia,February,2003,0.228,2
LAT,Latvia,March,2003,2.182,3
LAT,Latvia,April,2003,-0.45,4
LAT,Latvia,May,2003,1.773,5
LAT,Latvia,June,2003,-0.76,6
LAT,Latvia,July,2003,3.271,7
LAT,Latvia,August,2003,0.661,8
LAT,Latvia,September,2003,0.854,9
LAT,Latvia,October,2003,-1.657,10
LAT,Latvia,November,2003,1.891,11
LAT,Latvia,December,2003,3.401,12
LIB,Lebanon,January,2003,1.924,1
LIB,Lebanon,February,2003,-0.99,2
LIB,Lebanon,March,2003,-1.524,3
LIB,Lebanon,April,2003,0.347,4
LIB,Lebanon,May,2003,3.067,5
LIB,Lebanon,June,2003,0.808,6
LIB,Lebanon,July,2003,1.033,7
LIB,Lebanon,August,2003,1.378,8
LIB,Lebanon,September,2003,0.427,9
LIB,Lebanon,October,2003,1.031,10
LIB,Lebanon,November,2003,0.334,11
LIB,Lebanon,December,2003,0.309,12
LTU,Lithuania,January,2003,0.444,1
LTU,Lithuania,February,2003,-0.336,2
LTU,Lithuania,March,2003,2.03,3
LTU,Lithuania,April,2003,-0.52,4
LTU,Lithuania,May,2003,2.009,5
LTU,Lithuania,June,2003,-0.476,6
LTU,Lithuania,July,2003,2.908,7
LTU,Lithuania,August,2003,0.696,8
LTU,Lithuania,September,2003,0.743,9
LTU,Lithuania,October,2003,-1.944,10
LTU,Lithuania,November,2003,1.901,11
LTU,Lithuania,December,2003,3.213,12
LUX,Luxembourg,January,2003,0.176,1
LUX,Luxembourg,February,2003,-1.23,2
LUX,Luxembourg,March,2003,3.102,3
LUX,Luxembourg,April,2003,1.367,4
LUX,Luxembourg,May,2003,2.029,5
LUX,Luxembourg,June,2003,4.655,6
LUX,Luxembourg,July,2003,2.516,7
LUX,Luxembourg,August,2003,4.963,8
LUX,Luxembourg,September,2003,0.908,9
LUX,Luxembourg,October,2003,-2.367,10
LUX,Luxembourg,November,2003,2.469,11
LUX,Luxembourg,December,2003,1.134,12
MAS,Malaysia,January,2003,0.89,1
MAS,Malaysia,February,2003,0.842,2
MAS,Malaysia,March,2003,0.822,3
MAS,Malaysia,April,2003,0.654,4
MAS,Malaysia,May,2003,0.914,5
MAS,Malaysia,June,2003,0.769,6
MAS,Malaysia,July,2003,0.514,7
MAS,Malaysia,August,2003,0.873,8
MAS,Malaysia,September,2003,0.598,9
MAS,Malaysia,October,2003,0.381,10
MAS,Malaysia,November,2003,0.512,11
MAS,Malaysia,December,2003,0.326,12
MRI,Mauritius,January,2003,1.236,1
MRI,Mauritius,February,2003,0.409,2
MRI,Mauritius,March,2003,0.481,3
MRI,Mauritius,April,2003,0.706,4
MRI,Mauritius,May,2003,0.9,5
MRI,Mauritius,June,2003,0.322,6
MRI,Mauritius,July,2003,0.554,7
MRI,Mauritius,August,2003,0.702,8
MRI,Mauritius,September,2003,0.994,9
MRI,Mauritius,October,2003,0.727,10
MRI,Mauritius,November,2003,0.716,11
MRI,Mauritius,December,2003,0.514,12
MEX,Mexico,January,2003,1.165,1
MEX,Mexico,February,2003,1.378,2
MEX,Mexico,March,2003,0.628,3
MEX,Mexico,April,2003,0.605,4
MEX,Mexico,May,2003,1.758,5
MEX,Mexico,June,2003,0.495,6
MEX,Mexico,July,2003,0.364,7
MEX,Mexico,August,2003,0.514,8
MEX,Mexico,September,2003,0.66,9
MEX,Mexico,October,2003,0.849,10
MEX,Mexico,November,2003,1.192,11
MEX,Mexico,December,2003,-0.241,12
MGL,Mongolia,January,2003,1.907,1
MGL,Mongolia,February,2003,2.768,2
MGL,Mongolia,March,2003,0.321,3
MGL,Mongolia,April,2003,1.157,4
MGL,Mongolia,May,2003,0.473,5
MGL,Mongolia,June,2003,1.204,6
MGL,Mongolia,July,2003,0.252,7
MGL,Mongolia,August,2003,-0.814,8
MGL,Mongolia,September,2003,1.436,9
MGL,Mongolia,October,2003,0.735,10
MGL,Mongolia,November,2003,-1.186,11
MGL,Mongolia,December,2003,0.524,12
MNE,Montenegro,January,2003,0,1
MNE,Montenegro,February,2003,0,2
MNE,Montenegro,March,2003,0,3
MNE,Montenegro,April,2003,0,4
MNE,Montenegro,May,2003,0,5
MNE,Montenegro,June,2003,0,6
MNE,Montenegro,July,2003,0,7
MNE,Montenegro,August,2003,0,8
MNE,Montenegro,September,2003,0,9
MNE,Montenegro,October,2003,0,10
MNE,Montenegro,November,2003,0,11
MNE,Montenegro,December,2003,0,12
MAR,Morocco,January,2003,0.434,1
MAR,Morocco,February,2003,-0.163,2
MAR,Morocco,March,2003,2.443,3
MAR,Morocco,April,2003,1.85,4
MAR,Morocco,May,2003,2.694,5
MAR,Morocco,June,2003,3.617,6
MAR,Morocco,July,2003,2.434,7
MAR,Morocco,August,2003,1.728,8
MAR,Morocco,September,2003,2.22,9
MAR,Morocco,October,2003,1.16,10
MAR,Morocco,November,2003,0.693,11
MAR,Morocco,December,2003,1.578,12
MOZ,Mozambique,January,2003,0.713,1
MOZ,Mozambique,February,2003,0.752,2
MOZ,Mozambique,March,2003,0.703,3
MOZ,Mozambique,April,2003,0.518,4
MOZ,Mozambique,May,2003,0.605,5
MOZ,Mozambique,June,2003,0.548,6
MOZ,Mozambique,July,2003,-0.11,7
MOZ,Mozambique,August,2003,0.039,8
MOZ,Mozambique,September,2003,0.576,9
MOZ,Mozambique,October,2003,0.66,10
MOZ,Mozambique,November,2003,0.817,11
MOZ,Mozambique,December,2003,1.264,12
NAM,Namibia,January,2003,1.628,1
NAM,Namibia,February,2003,1.475,2
NAM,Namibia,March,2003,2.252,3
NAM,Namibia,April,2003,2.13,4
NAM,Namibia,May,2003,2.073,5
NAM,Namibia,June,2003,0.969,6
NAM,Namibia,July,2003,1.553,7
NAM,Namibia,August,2003,-0.082,8
NAM,Namibia,September,2003,0.558,9
NAM,Namibia,October,2003,1.446,10
NAM,Namibia,November,2003,0.715,11
NAM,Namibia,December,2003,0.897,12
NED,Netherlands,January,2003,0.45,1
NED,Netherlands,February,2003,-0.619,2
NED,Netherlands,March,2003,2.568,3
NED,Netherlands,April,2003,1.64,4
NED,Netherlands,May,2003,1.562,5
NED,Netherlands,June,2003,3.07,6
NED,Netherlands,July,2003,2.373,7
NED,Netherlands,August,2003,3.364,8
NED,Netherlands,September,2003,0.702,9
NED,Netherlands,October,2003,-2.648,10
NED,Netherlands,November,2003,2.19,11
NED,Netherlands,December,2003,1.035,12
NZL,New Zealand,January,2003,-0.137,1
NZL,New Zealand,February,2003,-0.41,2
NZL,New Zealand,March,2003,0.646,3
NZL,New Zealand,April,2003,-0.334,4
NZL,New Zealand,May,2003,1.186,5
NZL,New Zealand,June,2003,2.341,6
NZL,New Zealand,July,2003,-0.13,7
NZL,New Zealand,August,2003,0.267,8
NZL,New Zealand,September,2003,0.384,9
NZL,New Zealand,October,2003,-0.331,10
NZL,New Zealand,November,2003,-0.512,11
NZL,New Zealand,December,2003,0.632,12
NIG,Niger,January,2003,0.871,1
NIG,Niger,February,2003,2.1,2
NIG,Niger,March,2003,-0.343,3
NIG,Niger,April,2003,2.025,4
NIG,Niger,May,2003,-0.15,5
NIG,Niger,June,2003,0.639,6
NIG,Niger,July,2003,0.99,7
NIG,Niger,August,2003,1.189,8
NIG,Niger,September,2003,0.959,9
NIG,Niger,October,2003,1.432,10
NIG,Niger,November,2003,1.606,11
NIG,Niger,December,2003,-0.156,12
NGR,Nigeria,January,2003,0.847,1
NGR,Nigeria,February,2003,1.329,2
NGR,Nigeria,March,2003,0.276,3
NGR,Nigeria,April,2003,1.113,4
NGR,Nigeria,May,2003,1.25,5
NGR,Nigeria,June,2003,0.148,6
NGR,Nigeria,July,2003,0.669,7
NGR,Nigeria,August,2003,0.664,8
NGR,Nigeria,September,2003,0.79,9
NGR,Nigeria,October,2003,1.398,10
NGR,Nigeria,November,2003,1.254,11
NGR,Nigeria,December,2003,0.536,12
NOR,Norway,January,2003,-1.106,1
NOR,Norway,February,2003,3.428,2
NOR,Norway,March,2003,3.274,3
NOR,Norway,April,2003,1.879,4
NOR,Norway,May,2003,0.811,5
NOR,Norway,June,2003,0.673,6
NOR,Norway,July,2003,3.156,7
NOR,Norway,August,2003,1.323,8
NOR,Norway,September,2003,0.721,9
NOR,Norway,October,2003,-1.253,10
NOR,Norway,November,2003,2.475,11
NOR,Norway,December,2003,1.67,12
PAK,Pakistan,January,2003,1.148,1
PAK,Pakistan,February,2003,1.073,2
PAK,Pakistan,March,2003,0.367,3
PAK,Pakistan,April,2003,1.432,4
PAK,Pakistan,May,2003,-0.04,5
PAK,Pakistan,June,2003,0.611,6
PAK,Pakistan,July,2003,-0.191,7
PAK,Pakistan,August,2003,0.033,8
PAK,Pakistan,September,2003,0.041,9
PAK,Pakistan,October,2003,0.225,10
PAK,Pakistan,November,2003,-0.49,11
PAK,Pakistan,December,2003,0.271,12
PAN,Panama,January,2003,1.222,1
PAN,Panama,February,2003,1.244,2
PAN,Panama,March,2003,0.678,3
PAN,Panama,April,2003,0.877,4
PAN,Panama,May,2003,0.993,5
PAN,Panama,June,2003,0.311,6
PAN,Panama,July,2003,0.634,7
PAN,Panama,August,2003,0.901,8
PAN,Panama,September,2003,0.98,9
PAN,Panama,October,2003,0.9,10
PAN,Panama,November,2003,0.677,11
PAN,Panama,December,2003,0.769,12
PAR,Paraguay,January,2003,0.263,1
PAR,Paraguay,February,2003,0.116,2
PAR,Paraguay,March,2003,0.489,3
PAR,Paraguay,April,2003,-0.225,4
PAR,Paraguay,May,2003,0.943,5
PAR,Paraguay,June,2003,3.53,6
PAR,Paraguay,July,2003,0.923,7
PAR,Paraguay,August,2003,-1.129,8
PAR,Paraguay,September,2003,0.878,9
PAR,Paraguay,October,2003,1.664,10
PAR,Paraguay,November,2003,0.745,11
PAR,Paraguay,December,2003,-0.56,12
PER,Peru,January,2003,1.226,1
PER,Peru,February,2003,1.227,2
PER,Peru,March,2003,0.632,3
PER,Peru,April,2003,0.711,4
PER,Peru,May,2003,0.644,5
PER,Peru,June,2003,0.821,6
PER,Peru,July,2003,0.62,7
PER,Peru,August,2003,0.488,8
PER,Peru,September,2003,0.323,9
PER,Peru,October,2003,1.11,10
PER,Peru,November,2003,0.979,11
PER,Peru,December,2003,1.052,12
PHI,Philippines,January,2003,0.586,1
PHI,Philippines,February,2003,0.574,2
PHI,Philippines,March,2003,0.804,3
PHI,Philippines,April,2003,1.213,4
PHI,Philippines,May,2003,0.655,5
PHI,Philippines,June,2003,0.255,6
PHI,Philippines,July,2003,0.507,7
PHI,Philippines,August,2003,0.646,8
PHI,Philippines,September,2003,0.208,9
PHI,Philippines,October,2003,0.339,10
PHI,Philippines,November,2003,0.934,11
PHI,Philippines,December,2003,-0.056,12
POL,Poland,January,2003,0.82,1
POL,Poland,February,2003,-1.877,2
POL,Poland,March,2003,1.048,3
POL,Poland,April,2003,-0.237,4
POL,Poland,May,2003,2.921,5
POL,Poland,June,2003,1.67,6
POL,Poland,July,2003,1.911,7
POL,Poland,August,2003,1.973,8
POL,Poland,September,2003,0.654,9
POL,Poland,October,2003,-2.706,10
POL,Poland,November,2003,2.141,11
POL,Poland,December,2003,1.923,12
POR,Portugal,January,2003,0.244,1
POR,Portugal,February,2003,-0.124,2
POR,Portugal,March,2003,2.186,3
POR,Portugal,April,2003,0.918,4
POR,Portugal,May,2003,2.378,5
POR,Portugal,June,2003,2.888,6
POR,Portugal,July,2003,0.533,7
POR,Portugal,August,2003,3.227,8
POR,Portugal,September,2003,1.736,9
POR,Portugal,October,2003,-0.355,10
POR,Portugal,November,2003,1.137,11
POR,Portugal,December,2003,0.718,12
PUR,Puerto Rico,January,2003,1.041,1
PUR,Puerto Rico,February,2003,1.242,2
PUR,Puerto Rico,March,2003,1.38,3
PUR,Puerto Rico,April,2003,0.916,4
PUR,Puerto Rico,May,2003,0.638,5
PUR,Puerto Rico,June,2003,0.5,6
PUR,Puerto Rico,July,2003,0.537,7
PUR,Puerto Rico,August,2003,0.465,8
PUR,Puerto Rico,September,2003,0.886,9
PUR,Puerto Rico,October,2003,0.769,10
PUR,Puerto Rico,November,2003,0.521,11
PUR,Puerto Rico,December,2003,0.686,12
QAT,Qatar,January,2003,0.61,1
QAT,Qatar,February,2003,1.698,2
QAT,Qatar,March,2003,0.305,3
QAT,Qatar,April,2003,1.614,4
QAT,Qatar,May,2003,1.864,5
QAT,Qatar,June,2003,2.122,6
QAT,Qatar,July,2003,0.88,7
QAT,Qatar,August,2003,1.469,8
QAT,Qatar,September,2003,0.732,9
QAT,Qatar,October,2003,1.901,10
QAT,Qatar,November,2003,0.329,11
QAT,Qatar,December,2003,1.241,12
KOR,South Korea,January,2003,-0.022,1
KOR,South Korea,February,2003,2.287,2
KOR,South Korea,March,2003,1.043,3
KOR,South Korea,April,2003,1.298,4
KOR,South Korea,May,2003,0.884,5
KOR,South Korea,June,2003,0.576,6
KOR,South Korea,July,2003,-1.894,7
KOR,South Korea,August,2003,-1.108,8
KOR,South Korea,September,2003,0.723,9
KOR,South Korea,October,2003,-0.21,10
KOR,South Korea,November,2003,2.218,11
KOR,South Korea,December,2003,0.661,12
MDA,Moldova,January,2003,0.565,1
MDA,Moldova,February,2003,-2.915,2
MDA,Moldova,March,2003,-1.213,3
MDA,Moldova,April,2003,-1.239,4
MDA,Moldova,May,2003,4.24,5
MDA,Moldova,June,2003,1.166,6
MDA,Moldova,July,2003,0.566,7
MDA,Moldova,August,2003,1.536,8
MDA,Moldova,September,2003,-0.317,9
MDA,Moldova,October,2003,-0.703,10
MDA,Moldova,November,2003,1.069,11
MDA,Moldova,December,2003,0.701,12
ROU,Romania,January,2003,0.872,1
ROU,Romania,February,2003,-4.132,2
ROU,Romania,March,2003,-0.979,3
ROU,Romania,April,2003,-1.049,4
ROU,Romania,May,2003,4.049,5
ROU,Romania,June,2003,2.503,6
ROU,Romania,July,2003,1.219,7
ROU,Romania,August,2003,2.62,8
ROU,Romania,September,2003,-0.269,9
ROU,Romania,October,2003,-1.341,10
ROU,Romania,November,2003,1.323,11
ROU,Romania,December,2003,0.151,12
RUS,Russian Federation,January,2003,1.782,1
RUS,Russian Federation,February,2003,1.726,2
RUS,Russian Federation,March,2003,2.774,3
RUS,Russian Federation,April,2003,1.334,4
RUS,Russian Federation,May,2003,1.536,5
RUS,Russian Federation,June,2003,0.365,6
RUS,Russian Federation,July,2003,0.829,7
RUS,Russian Federation,August,2003,1.372,8
RUS,Russian Federation,September,2003,1.276,9
RUS,Russian Federation,October,2003,2.112,10
RUS,Russian Federation,November,2003,0.17,11
RUS,Russian Federation,December,2003,3.828,12
KSA,Saudi Arabia,January,2003,0.786,1
KSA,Saudi Arabia,February,2003,0.963,2
KSA,Saudi Arabia,March,2003,-0.374,3
KSA,Saudi Arabia,April,2003,1.665,4
KSA,Saudi Arabia,May,2003,1.882,5
KSA,Saudi Arabia,June,2003,1.221,6
KSA,Saudi Arabia,July,2003,0.801,7
KSA,Saudi Arabia,August,2003,2.097,8
KSA,Saudi Arabia,September,2003,0.557,9
KSA,Saudi Arabia,October,2003,1.23,10
KSA,Saudi Arabia,November,2003,0.873,11
KSA,Saudi Arabia,December,2003,1.197,12
SEN,Senegal,January,2003,0.855,1
SEN,Senegal,February,2003,0.752,2
SEN,Senegal,March,2003,2.151,3
SEN,Senegal,April,2003,1.456,4
SEN,Senegal,May,2003,1.17,5
SEN,Senegal,June,2003,-0.034,6
SEN,Senegal,July,2003,0.686,7
SEN,Senegal,August,2003,0.706,8
SEN,Senegal,September,2003,0.752,9
SEN,Senegal,October,2003,1.217,10
SEN,Senegal,November,2003,1.171,11
SEN,Senegal,December,2003,1.26,12
SRB,Serbia,January,2003,0,1
SRB,Serbia,February,2003,0,2
SRB,Serbia,March,2003,0,3
SRB,Serbia,April,2003,0,4
SRB,Serbia,May,2003,0,5
SRB,Serbia,June,2003,0,6
SRB,Serbia,July,2003,0,7
SRB,Serbia,August,2003,0,8
SRB,Serbia,September,2003,0,9
SRB,Serbia,October,2003,0,10
SRB,Serbia,November,2003,0,11
SRB,Serbia,December,2003,0,12
SCG,Serbia and Montenegro,January,2003,1.043,1
SCG,Serbia and Montenegro,February,2003,-4.486,2
SCG,Serbia and Montenegro,March,2003,-0.304,3
SCG,Serbia and Montenegro,April,2003,-0.724,4
SCG,Serbia and Montenegro,May,2003,3.892,5
SCG,Serbia and Montenegro,June,2003,3.861,6
SCG,Serbia and Montenegro,July,2003,1.759,7
SCG,Serbia and Montenegro,August,2003,3.599,8
SCG,Serbia and Montenegro,September,2003,-0.3,9
SCG,Serbia and Montenegro,October,2003,-0.896,10
SCG,Serbia and Montenegro,November,2003,1.775,11
SCG,Serbia and Montenegro,December,2003,0.134,12
SIN,Singapore,January,2003,0,1
SIN,Singapore,February,2003,0,2
SIN,Singapore,March,2003,0,3
SIN,Singapore,April,2003,0,4
SIN,Singapore,May,2003,0,5
SIN,Singapore,June,2003,0,6
SIN,Singapore,July,2003,0,7
SIN,Singapore,August,2003,0,8
SIN,Singapore,September,2003,0,9
SIN,Singapore,October,2003,0,10
SIN,Singapore,November,2003,0,11
SIN,Singapore,December,2003,0,12
SVK,Slovakia,January,2003,0.198,1
SVK,Slovakia,February,2003,-3.168,2
SVK,Slovakia,March,2003,0.684,3
SVK,Slovakia,April,2003,-0.367,4
SVK,Slovakia,May,2003,3.963,5
SVK,Slovakia,June,2003,3.259,6
SVK,Slovakia,July,2003,1.829,7
SVK,Slovakia,August,2003,3.403,8
SVK,Slovakia,September,2003,0.499,9
SVK,Slovakia,October,2003,-2.602,10
SVK,Slovakia,November,2003,2.254,11
SVK,Slovakia,December,2003,0.786,12
SLO,Slovenia,January,2003,0.112,1
SLO,Slovenia,February,2003,-2.998,2
SLO,Slovenia,March,2003,1.778,3
SLO,Slovenia,April,2003,0.082,4
SLO,Slovenia,May,2003,3.769,5
SLO,Slovenia,June,2003,5.131,6
SLO,Slovenia,July,2003,2.658,7
SLO,Slovenia,August,2003,5.178,8
SLO,Slovenia,September,2003,0.082,9
SLO,Slovenia,October,2003,-1.685,10
SLO,Slovenia,November,2003,2.392,11
SLO,Slovenia,December,2003,1.112,12
RSA,South Africa,January,2003,0.994,1
RSA,South Africa,February,2003,1.764,2
RSA,South Africa,March,2003,0.768,3
RSA,South Africa,April,2003,2.166,4
RSA,South Africa,May,2003,1.032,5
RSA,South Africa,June,2003,0.275,6
RSA,South Africa,July,2003,0.455,7
RSA,South Africa,August,2003,-0.77,8
RSA,South Africa,September,2003,0.113,9
RSA,South Africa,October,2003,1.098,10
RSA,South Africa,November,2003,1.071,11
RSA,South Africa,December,2003,0.595,12
ESP,Spain,January,2003,0.246,1
ESP,Spain,February,2003,-0.322,2
ESP,Spain,March,2003,1.987,3
ESP,Spain,April,2003,1.355,4
ESP,Spain,May,2003,1.707,5
ESP,Spain,June,2003,3.84,6
ESP,Spain,July,2003,1.678,7
ESP,Spain,August,2003,3.215,8
ESP,Spain,September,2003,1.245,9
ESP,Spain,October,2003,0.005,10
ESP,Spain,November,2003,1.315,11
ESP,Spain,December,2003,0.83,12
SRI,Sri Lanka,January,2003,0.724,1
SRI,Sri Lanka,February,2003,1.129,2
SRI,Sri Lanka,March,2003,1.019,3
SRI,Sri Lanka,April,2003,0.936,4
SRI,Sri Lanka,May,2003,0.848,5
SRI,Sri Lanka,June,2003,1.24,6
SRI,Sri Lanka,July,2003,1.086,7
SRI,Sri Lanka,August,2003,0.946,8
SRI,Sri Lanka,September,2003,1.297,9
SRI,Sri Lanka,October,2003,1.012,10
SRI,Sri Lanka,November,2003,0.617,11
SRI,Sri Lanka,December,2003,1.14,12
SUD,Sudan,January,2003,0,1
SUD,Sudan,February,2003,0,2
SUD,Sudan,March,2003,0,3
SUD,Sudan,April,2003,0,4
SUD,Sudan,May,2003,0,5
SUD,Sudan,June,2003,0,6
SUD,Sudan,July,2003,0,7
SUD,Sudan,August,2003,0,8
SUD,Sudan,September,2003,0,9
SUD,Sudan,October,2003,0,10
SUD,Sudan,November,2003,0,11
SUD,Sudan,December,2003,0,12
SUR,Suriname,January,2003,1.076,1
SUR,Suriname,February,2003,0.836,2
SUR,Suriname,March,2003,1.234,3
SUR,Suriname,April,2003,1.535,4
SUR,Suriname,May,2003,0.463,5
SUR,Suriname,June,2003,1.308,6
SUR,Suriname,July,2003,0.959,7
SUR,Suriname,August,2003,1.269,8
SUR,Suriname,September,2003,1.427,9
SUR,Suriname,October,2003,1.245,10
SUR,Suriname,November,2003,1.262,11
SUR,Suriname,December,2003,0.988,12
SWE,Sweden,January,2003,-1.149,1
SWE,Sweden,February,2003,2.507,2
