Country,Area,Months,Year,temperature
AFG,Afghanistan,December,1981,1.619
ALB,Albania,January,1981,-2.543
ALB,Albania,February,1981,-1.157
ALB,Albania,March,1981,2.104
ALB,Albania,April,1981,0.543
ALB,Albania,May,1981,-0.451
ALB,Albania,June,1981,1.358
ALB,Albania,July,1981,-0.725
ALB,Albania,August,1981,0.017
ALB,Albania,September,1981,0.391
ALB,Albania,October,1981,1.63
ALB,Albania,November,1981,-3.421
ALB,Albania,December,1981,0.481
ALG,Algeria,January,1981,-2.041
ALG,Algeria,February,1981,-1.072
ALG,Algeria,March,1981,2.553
ALG,Algeria,April,1981,1.843
ALG,Algeria,May,1981,1.056
ALG,Algeria,June,1981,0.783
ALG,Algeria,July,1981,0.152
ALG,Algeria,August,1981,-1.177
ALG,Algeria,September,1981,0.653
ALG,Algeria,October,1981,1.686
ALG,Algeria,November,1981,0.131
ALG,Algeria,December,1981,1.873
ARG,Argentina,January,1981,-0.476
ARG,Argentina,February,1981,0.639
ARG,Argentina,March,1981,0.123
ARG,Argentina,April,1981,0.788
ARG,Argentina,May,1981,1.964
ARG,Argentina,June,1981,-0.238
ARG,Argentina,July,1981,0.297
ARG,Argentina,August,1981,1.381
ARG,Argentina,September,1981,-0.71
ARG,Argentina,October,1981,0.255
ARG,Argentina,November,1981,-0.083
ARG,Argentina,December,1981,0.092
ARM,Armenia,January,1981,NA
ARM,Armenia,February,1981,NA
ARM,Armenia,March,1981,NA
ARM,Armenia,April,1981,NA
ARM,Armenia,May,1981,NA
ARM,Armenia,June,1981,NA
ARM,Armenia,July,1981,NA
ARM,Armenia,August,1981,NA
ARM,Armenia,September,1981,NA
ARM,Armenia,October,1981,NA
ARM,Armenia,November,1981,NA
ARM,Armenia,December,1981,NA
AUS,Australia,January,1981,0.701
AUS,Australia,February,1981,0.231
AUS,Australia,March,1981,-0.706
AUS,Australia,April,1981,1.513
AUS,Australia,May,1981,0.572
AUS,Australia,June,1981,-0.238
AUS,Australia,July,1981,0.645
AUS,Australia,August,1981,0.733
AUS,Australia,September,1981,1.628
AUS,Australia,October,1981,0.184
AUS,Australia,November,1981,-0.573
AUS,Australia,December,1981,0.553
AUT,Austria,January,1981,-1.534
AUT,Austria,February,1981,-0.702
AUT,Austria,March,1981,3.212
AUT,Austria,April,1981,0.816
AUT,Austria,May,1981,0.442
AUT,Austria,June,1981,0.714
AUT,Austria,July,1981,-0.459
AUT,Austria,August,1981,0.533
AUT,Austria,September,1981,0.774
AUT,Austria,October,1981,0.584
AUT,Austria,November,1981,0.027
AUT,Austria,December,1981,-1.181
AZE,Azerbaijan,January,1981,NA
AZE,Azerbaijan,February,1981,NA
AZE,Azerbaijan,March,1981,NA
AZE,Azerbaijan,April,1981,NA
AZE,Azerbaijan,May,1981,NA
AZE,Azerbaijan,June,1981,NA
AZE,Azerbaijan,July,1981,NA
AZE,Azerbaijan,August,1981,NA
AZE,Azerbaijan,September,1981,NA
AZE,Azerbaijan,October,1981,NA
AZE,Azerbaijan,November,1981,NA
AZE,Azerbaijan,December,1981,NA
BAH,Bahamas,January,1981,-2.191
BAH,Bahamas,February,1981,0.456
BAH,Bahamas,March,1981,-0.843
BAH,Bahamas,April,1981,0.18
BAH,Bahamas,May,1981,0.345
BAH,Bahamas,June,1981,0.922
BAH,Bahamas,July,1981,0.663
BAH,Bahamas,August,1981,0.204
BAH,Bahamas,September,1981,0.254
BAH,Bahamas,October,1981,0.537
BAH,Bahamas,November,1981,-0.429
BAH,Bahamas,December,1981,0.106
BRN,Bahrain,January,1981,1.768
BRN,Bahrain,February,1981,0.545
BRN,Bahrain,March,1981,0.858
BRN,Bahrain,April,1981,0.194
BRN,Bahrain,May,1981,0.27
BRN,Bahrain,June,1981,0.035
BRN,Bahrain,July,1981,1.005
BRN,Bahrain,August,1981,0.346
BRN,Bahrain,September,1981,0.644
BRN,Bahrain,October,1981,0.304
BRN,Bahrain,November,1981,0.277
BRN,Bahrain,December,1981,1.51
BAR,Barbados,January,1981,0.031
BAR,Barbados,February,1981,1.264
BAR,Barbados,March,1981,NA
BAR,Barbados,April,1981,0.065
BAR,Barbados,May,1981,-0.712
BAR,Barbados,June,1981,NA
BAR,Barbados,July,1981,NA
BAR,Barbados,August,1981,NA
BAR,Barbados,September,1981,NA
BAR,Barbados,October,1981,1.279
BAR,Barbados,November,1981,NA
BAR,Barbados,December,1981,1.389
BLR,Belarus,January,1981,NA
BLR,Belarus,February,1981,NA
BLR,Belarus,March,1981,NA
BLR,Belarus,April,1981,NA
BLR,Belarus,May,1981,NA
BLR,Belarus,June,1981,NA
BLR,Belarus,July,1981,NA
BLR,Belarus,August,1981,NA
BLR,Belarus,September,1981,NA
BLR,Belarus,October,1981,NA
BLR,Belarus,November,1981,NA
BLR,Belarus,December,1981,NA
BEL,Belgium,January,1981,NA
BEL,Belgium,February,1981,NA
BEL,Belgium,March,1981,NA
BEL,Belgium,April,1981,NA
BEL,Belgium,May,1981,NA
BEL,Belgium,June,1981,NA
BEL,Belgium,July,1981,NA
BEL,Belgium,August,1981,NA
BEL,Belgium,September,1981,NA
BEL,Belgium,October,1981,NA
BEL,Belgium,November,1981,NA
BEL,Belgium,December,1981,NA
BIH,Bosnia and Herzegovina,January,1981,NA
BIH,Bosnia and Herzegovina,February,1981,NA
BIH,Bosnia and Herzegovina,March,1981,NA
BIH,Bosnia and Herzegovina,April,1981,NA
BIH,Bosnia and Herzegovina,May,1981,NA
BIH,Bosnia and Herzegovina,June,1981,NA
BIH,Bosnia and Herzegovina,July,1981,NA
BIH,Bosnia and Herzegovina,August,1981,NA
BIH,Bosnia and Herzegovina,September,1981,NA
BIH,Bosnia and Herzegovina,October,1981,NA
BIH,Bosnia and Herzegovina,November,1981,NA
BIH,Bosnia and Herzegovina,December,1981,NA
BOT,Botswana,January,1981,-0.025
BOT,Botswana,February,1981,-1.075
BOT,Botswana,March,1981,-1.45
BOT,Botswana,April,1981,-0.316
BOT,Botswana,May,1981,-0.388
BOT,Botswana,June,1981,-0.654
BOT,Botswana,July,1981,0.592
BOT,Botswana,August,1981,-0.33
BOT,Botswana,September,1981,-1.536
BOT,Botswana,October,1981,-1.715
BOT,Botswana,November,1981,0.914
BOT,Botswana,December,1981,0.81
BRA,Brazil,January,1981,0.127
BRA,Brazil,February,1981,0.25
BRA,Brazil,March,1981,0.26
BRA,Brazil,April,1981,0.364
BRA,Brazil,May,1981,0.754
BRA,Brazil,June,1981,-0.064
BRA,Brazil,July,1981,-0.558
BRA,Brazil,August,1981,0.404
BRA,Brazil,September,1981,0.069
BRA,Brazil,October,1981,-0.077
BRA,Brazil,November,1981,0.494
BRA,Brazil,December,1981,0.259
BUL,Bulgaria,January,1981,-1.226
BUL,Bulgaria,February,1981,-0.496
BUL,Bulgaria,March,1981,2.682
BUL,Bulgaria,April,1981,-0.358
BUL,Bulgaria,May,1981,-1.485
BUL,Bulgaria,June,1981,1.579
BUL,Bulgaria,July,1981,-0.765
BUL,Bulgaria,August,1981,-0.74
BUL,Bulgaria,September,1981,0.472
BUL,Bulgaria,October,1981,2.253
BUL,Bulgaria,November,1981,-2.383
BUL,Bulgaria,December,1981,1.352
BDI,Burundi,January,1981,NA
BDI,Burundi,February,1981,0.94
BDI,Burundi,March,1981,NA
BDI,Burundi,April,1981,0.988
BDI,Burundi,May,1981,0.724
BDI,Burundi,June,1981,NA
BDI,Burundi,July,1981,NA
BDI,Burundi,August,1981,NA
BDI,Burundi,September,1981,NA
BDI,Burundi,October,1981,NA
BDI,Burundi,November,1981,NA
BDI,Burundi,December,1981,1.065
CAM,Cambodia,January,1981,-0.373
CAM,Cambodia,February,1981,0.436
CAM,Cambodia,March,1981,0.535
CAM,Cambodia,April,1981,0.377
CAM,Cambodia,May,1981,0.47
CAM,Cambodia,June,1981,-0.189
CAM,Cambodia,July,1981,0.088
CAM,Cambodia,August,1981,0.269
CAM,Cambodia,September,1981,0.75
CAM,Cambodia,October,1981,0.493
CAM,Cambodia,November,1981,0.13
CAM,Cambodia,December,1981,-0.967
CMR,Cameroon,January,1981,-0.936
CMR,Cameroon,February,1981,0.338
CMR,Cameroon,March,1981,0.895
CMR,Cameroon,April,1981,0.696
CMR,Cameroon,May,1981,-0.063
CMR,Cameroon,June,1981,0.647
CMR,Cameroon,July,1981,0.007
CMR,Cameroon,August,1981,-0.073
CMR,Cameroon,September,1981,0.179
CMR,Cameroon,October,1981,0.044
CMR,Cameroon,November,1981,-0.594
CMR,Cameroon,December,1981,0.294
CAN,Canada,January,1981,6.144
CAN,Canada,February,1981,4.288
CAN,Canada,March,1981,4.947
CAN,Canada,April,1981,-0.581
CAN,Canada,May,1981,0.962
CAN,Canada,June,1981,-0.181
CAN,Canada,July,1981,0.575
CAN,Canada,August,1981,1.322
CAN,Canada,September,1981,0.777
CAN,Canada,October,1981,0.341
CAN,Canada,November,1981,3.07
CAN,Canada,December,1981,2.661
CHI,Chile,January,1981,-0.1
CHI,Chile,February,1981,0.346
CHI,Chile,March,1981,0.35
CHI,Chile,April,1981,1.059
CHI,Chile,May,1981,0.83
CHI,Chile,June,1981,0.385
CHI,Chile,July,1981,0.541
CHI,Chile,August,1981,0.707
CHI,Chile,September,1981,-0.241
CHI,Chile,October,1981,0.416
CHI,Chile,November,1981,-0.244
CHI,Chile,December,1981,0.039
CHN,China,January,1981,0.159
CHN,China,February,1981,0.845
CHN,China,March,1981,1.379
CHN,China,April,1981,1.186
CHN,China,May,1981,0.138
CHN,China,June,1981,0.474
CHN,China,July,1981,0.629
CHN,China,August,1981,0.055
CHN,China,September,1981,-0.135
CHN,China,October,1981,-1.139
CHN,China,November,1981,-1.584
CHN,China,December,1981,-0.255
COL,Colombia,January,1981,0.526
COL,Colombia,February,1981,0.141
COL,Colombia,March,1981,0.52
COL,Colombia,April,1981,-0.071
COL,Colombia,May,1981,-0.042
COL,Colombia,June,1981,0.124
COL,Colombia,July,1981,-0.075
COL,Colombia,August,1981,0.048
COL,Colombia,September,1981,-0.065
COL,Colombia,October,1981,0.166
COL,Colombia,November,1981,0.429
COL,Colombia,December,1981,0.274
COK,Cook Islands,January,1981,0.131
COK,Cook Islands,February,1981,0.059
COK,Cook Islands,March,1981,-0.21
COK,Cook Islands,April,1981,-0.076
COK,Cook Islands,May,1981,-0.213
COK,Cook Islands,June,1981,0.491
COK,Cook Islands,July,1981,0.566
COK,Cook Islands,August,1981,0.228
COK,Cook Islands,September,1981,0.432
COK,Cook Islands,October,1981,0.236
COK,Cook Islands,November,1981,0.586
COK,Cook Islands,December,1981,0.137
CRC,Costa Rica,January,1981,-0.274
CRC,Costa Rica,February,1981,0.248
CRC,Costa Rica,March,1981,0.132
CRC,Costa Rica,April,1981,0.012
CRC,Costa Rica,May,1981,-0.112
CRC,Costa Rica,June,1981,-0.065
CRC,Costa Rica,July,1981,0.067
CRC,Costa Rica,August,1981,-0.059
CRC,Costa Rica,September,1981,0.557
CRC,Costa Rica,October,1981,-0.012
CRC,Costa Rica,November,1981,0.126
CRC,Costa Rica,December,1981,0.921
CRO,Croatia,January,1981,NA
CRO,Croatia,February,1981,NA
CRO,Croatia,March,1981,NA
CRO,Croatia,April,1981,NA
CRO,Croatia,May,1981,NA
CRO,Croatia,June,1981,NA
CRO,Croatia,July,1981,NA
CRO,Croatia,August,1981,NA
CRO,Croatia,September,1981,NA
CRO,Croatia,October,1981,NA
CRO,Croatia,November,1981,NA
CRO,Croatia,December,1981,NA
CUB,Cuba,January,1981,-2.291
CUB,Cuba,February,1981,0.212
CUB,Cuba,March,1981,-0.781
CUB,Cuba,April,1981,-0.053
CUB,Cuba,May,1981,0.848
CUB,Cuba,June,1981,0.7
CUB,Cuba,July,1981,0.295
CUB,Cuba,August,1981,0.235
CUB,Cuba,September,1981,0.364
CUB,Cuba,October,1981,0.466
CUB,Cuba,November,1981,-0.474
CUB,Cuba,December,1981,0.093
CYP,Cyprus,January,1981,-0.116
CYP,Cyprus,February,1981,-0.123
CYP,Cyprus,March,1981,1.147
CYP,Cyprus,April,1981,0.143
CYP,Cyprus,May,1981,-1.363
CYP,Cyprus,June,1981,0.37
CYP,Cyprus,July,1981,0.225
CYP,Cyprus,August,1981,0.21
CYP,Cyprus,September,1981,0.439
CYP,Cyprus,October,1981,1.288
CYP,Cyprus,November,1981,-1.772
CYP,Cyprus,December,1981,1.482
CZE,Czech Republic,January,1981,-1.145
CZE,Czech Republic,February,1981,0.071
CZE,Czech Republic,March,1981,3.434
CZE,Czech Republic,April,1981,-0.407
CZE,Czech Republic,May,1981,0.735
CZE,Czech Republic,June,1981,0.942
CZE,Czech Republic,July,1981,-0.408
CZE,Czech Republic,August,1981,0
CZE,Czech Republic,September,1981,0.757
CZE,Czech Republic,October,1981,0.565
CZE,Czech Republic,November,1981,-0.36
CZE,Czech Republic,December,1981,-1.875
PRK,North Korea,January,1981,-2.606
PRK,North Korea,February,1981,0.259
PRK,North Korea,March,1981,1.396
PRK,North Korea,April,1981,1.897
PRK,North Korea,May,1981,-0.913
PRK,North Korea,June,1981,0.101
PRK,North Korea,July,1981,1.049
PRK,North Korea,August,1981,-0.921
PRK,North Korea,September,1981,-0.393
PRK,North Korea,October,1981,-0.833
PRK,North Korea,November,1981,-3.246
PRK,North Korea,December,1981,1.518
DEN,Denmark,January,1981,-0.251
DEN,Denmark,February,1981,1.134
DEN,Denmark,March,1981,1.202
DEN,Denmark,April,1981,0.001
DEN,Denmark,May,1981,2.052
DEN,Denmark,June,1981,-0.645
DEN,Denmark,July,1981,-0.266
DEN,Denmark,August,1981,-0.233
DEN,Denmark,September,1981,0.698
DEN,Denmark,October,1981,-0.903
DEN,Denmark,November,1981,0.216
DEN,Denmark,December,1981,-5.573
DJI,Djibouti,January,1981,0.399
DJI,Djibouti,February,1981,0.389
DJI,Djibouti,March,1981,-0.056
DJI,Djibouti,April,1981,-0.298
DJI,Djibouti,May,1981,0.458
DJI,Djibouti,June,1981,0.321
DJI,Djibouti,July,1981,0.558
DJI,Djibouti,August,1981,0.415
DJI,Djibouti,September,1981,-0.073
DJI,Djibouti,October,1981,-0.036
DJI,Djibouti,November,1981,0.142
DJI,Djibouti,December,1981,-0.377
DOM,Dominican Republic,January,1981,0.765
DOM,Dominican Republic,February,1981,0.652
DOM,Dominican Republic,March,1981,0.635
DOM,Dominican Republic,April,1981,0.063
DOM,Dominican Republic,May,1981,0.327
DOM,Dominican Republic,June,1981,0.111
DOM,Dominican Republic,July,1981,0.455
DOM,Dominican Republic,August,1981,0.178
DOM,Dominican Republic,September,1981,0.513
DOM,Dominican Republic,October,1981,0.414
DOM,Dominican Republic,November,1981,0.65
DOM,Dominican Republic,December,1981,0.689
ECU,Ecuador,January,1981,-0.135
ECU,Ecuador,February,1981,0.133
ECU,Ecuador,March,1981,0.252
ECU,Ecuador,April,1981,0.163
ECU,Ecuador,May,1981,0.023
ECU,Ecuador,June,1981,0.097
ECU,Ecuador,July,1981,-0.356
ECU,Ecuador,August,1981,-0.257
ECU,Ecuador,September,1981,0.143
ECU,Ecuador,October,1981,0.159
ECU,Ecuador,November,1981,-0.064
ECU,Ecuador,December,1981,0.386
EGY,Egypt,January,1981,-1.873
EGY,Egypt,February,1981,-1.185
EGY,Egypt,March,1981,0.49
EGY,Egypt,April,1981,0.824
EGY,Egypt,May,1981,-0.664
EGY,Egypt,June,1981,-0.028
EGY,Egypt,July,1981,0.243
EGY,Egypt,August,1981,-0.098
EGY,Egypt,September,1981,-0.387
EGY,Egypt,October,1981,1.145
EGY,Egypt,November,1981,-2.134
EGY,Egypt,December,1981,0.474
ERI,Eritrea,January,1981,NA
ERI,Eritrea,February,1981,NA
ERI,Eritrea,March,1981,NA
ERI,Eritrea,April,1981,NA
ERI,Eritrea,May,1981,NA
ERI,Eritrea,June,1981,NA
ERI,Eritrea,July,1981,NA
ERI,Eritrea,August,1981,NA
ERI,Eritrea,September,1981,NA
ERI,Eritrea,October,1981,NA
ERI,Eritrea,November,1981,NA
ERI,Eritrea,December,1981,NA
EST,Estonia,January,1981,NA
EST,Estonia,February,1981,NA
EST,Estonia,March,1981,NA
EST,Estonia,April,1981,NA
EST,Estonia,May,1981,NA
EST,Estonia,June,1981,NA
EST,Estonia,July,1981,NA
EST,Estonia,August,1981,NA
EST,Estonia,September,1981,NA
EST,Estonia,October,1981,NA
EST,Estonia,November,1981,NA
EST,Estonia,December,1981,NA
ETH,Ethiopia,January,1981,NA
ETH,Ethiopia,February,1981,NA
ETH,Ethiopia,March,1981,NA
ETH,Ethiopia,April,1981,NA
ETH,Ethiopia,May,1981,NA
ETH,Ethiopia,June,1981,NA
ETH,Ethiopia,July,1981,NA
ETH,Ethiopia,August,1981,NA
ETH,Ethiopia,September,1981,NA
ETH,Ethiopia,October,1981,NA
ETH,Ethiopia,November,1981,NA
ETH,Ethiopia,December,1981,NA
FIN,Finland,January,1981,1.869
FIN,Finland,February,1981,-0.077
FIN,Finland,March,1981,-3.8
FIN,Finland,April,1981,-0.464
FIN,Finland,May,1981,1.46
FIN,Finland,June,1981,-1.513
FIN,Finland,July,1981,0.707
FIN,Finland,August,1981,-0.989
FIN,Finland,September,1981,-0.105
FIN,Finland,October,1981,1.33
FIN,Finland,November,1981,0.044
FIN,Finland,December,1981,-3.935
FRA,France,January,1981,-0.058
FRA,France,February,1981,-1.441
FRA,France,March,1981,2.52
FRA,France,April,1981,0.925
FRA,France,May,1981,-0.325
FRA,France,June,1981,-0.083
FRA,France,July,1981,-0.797
FRA,France,August,1981,0.758
FRA,France,September,1981,0.588
FRA,France,October,1981,-0.256
FRA,France,November,1981,0.51
FRA,France,December,1981,-0.09
GAB,Gabon,January,1981,-0.287
GAB,Gabon,February,1981,0.166
GAB,Gabon,March,1981,-0.507
GAB,Gabon,April,1981,-0.052
GAB,Gabon,May,1981,-0.641
GAB,Gabon,June,1981,-0.021
GAB,Gabon,July,1981,-0.058
GAB,Gabon,August,1981,-0.223
GAB,Gabon,September,1981,-0.19
GAB,Gabon,October,1981,-0.274
GAB,Gabon,November,1981,-0.56
GAB,Gabon,December,1981,-0.519
GEO,Georgia,January,1981,NA
GEO,Georgia,February,1981,NA
GEO,Georgia,March,1981,NA
GEO,Georgia,April,1981,NA
GEO,Georgia,May,1981,NA
GEO,Georgia,June,1981,NA
GEO,Georgia,July,1981,NA
GEO,Georgia,August,1981,NA
GEO,Georgia,September,1981,NA
GEO,Georgia,October,1981,NA
GEO,Georgia,November,1981,NA
GEO,Georgia,December,1981,NA
GER,Germany,January,1981,-0.854
GER,Germany,February,1981,-0.618
GER,Germany,March,1981,3.3
GER,Germany,April,1981,0.577
GER,Germany,May,1981,1.197
GER,Germany,June,1981,0.051
GER,Germany,July,1981,-0.415
GER,Germany,August,1981,0.161
GER,Germany,September,1981,0.755
GER,Germany,October,1981,-0.719
GER,Germany,November,1981,0.499
GER,Germany,December,1981,-3.044
GHA,Ghana,January,1981,-0.282
GHA,Ghana,February,1981,0.687
GHA,Ghana,March,1981,0.435
GHA,Ghana,April,1981,0.689
GHA,Ghana,May,1981,-0.103
GHA,Ghana,June,1981,0.775
GHA,Ghana,July,1981,-0.268
GHA,Ghana,August,1981,0.091
GHA,Ghana,September,1981,0.231
GHA,Ghana,October,1981,0.67
GHA,Ghana,November,1981,0.365
GHA,Ghana,December,1981,0.874
GRE,Greece,January,1981,-1.826
GRE,Greece,February,1981,-0.922
GRE,Greece,March,1981,1.779
GRE,Greece,April,1981,0.391
GRE,Greece,May,1981,-1.238
GRE,Greece,June,1981,1.173
GRE,Greece,July,1981,-0.653
GRE,Greece,August,1981,-0.497
GRE,Greece,September,1981,0.201
GRE,Greece,October,1981,2.18
GRE,Greece,November,1981,-2.461
GRE,Greece,December,1981,1.524
GRN,Grenada,January,1981,0.26
GRN,Grenada,February,1981,1.133
GRN,Grenada,March,1981,0.537
GRN,Grenada,April,1981,-0.081
GRN,Grenada,May,1981,-0.292
GRN,Grenada,June,1981,0.131
GRN,Grenada,July,1981,0.313
GRN,Grenada,August,1981,0.149
GRN,Grenada,September,1981,-0.039
GRN,Grenada,October,1981,0.633
GRN,Grenada,November,1981,0.395
GRN,Grenada,December,1981,0.987
GUA,Guatemala,January,1981,-0.74
GUA,Guatemala,February,1981,0.159
GUA,Guatemala,March,1981,0.614
GUA,Guatemala,April,1981,0.022
GUA,Guatemala,May,1981,0.492
GUA,Guatemala,June,1981,0.171
GUA,Guatemala,July,1981,0.271
GUA,Guatemala,August,1981,0.364
GUA,Guatemala,September,1981,0.303
GUA,Guatemala,October,1981,0.59
GUA,Guatemala,November,1981,-0.183
GUA,Guatemala,December,1981,0.914
GUY,Guyana,January,1981,0.439
GUY,Guyana,February,1981,0.33
GUY,Guyana,March,1981,0.664
GUY,Guyana,April,1981,0.855
GUY,Guyana,May,1981,0.759
GUY,Guyana,June,1981,0.622
GUY,Guyana,July,1981,0.4
GUY,Guyana,August,1981,0.444
GUY,Guyana,September,1981,0.204
GUY,Guyana,October,1981,0.231
GUY,Guyana,November,1981,0.965
GUY,Guyana,December,1981,1.008
HAI,Haiti,January,1981,0.112
HAI,Haiti,February,1981,0.625
HAI,Haiti,March,1981,0.211
HAI,Haiti,April,1981,0.264
HAI,Haiti,May,1981,0.533
HAI,Haiti,June,1981,0.42
HAI,Haiti,July,1981,0.534
HAI,Haiti,August,1981,0.302
HAI,Haiti,September,1981,0.425
HAI,Haiti,October,1981,0.505
HAI,Haiti,November,1981,0.397
HAI,Haiti,December,1981,0.811
HUN,Hungary,January,1981,-1.563
HUN,Hungary,February,1981,-0.07
HUN,Hungary,March,1981,3.144
HUN,Hungary,April,1981,-0.357
HUN,Hungary,May,1981,0.23
HUN,Hungary,June,1981,0.877
HUN,Hungary,July,1981,-0.467
HUN,Hungary,August,1981,-0.032
HUN,Hungary,September,1981,0.898
HUN,Hungary,October,1981,1.324
HUN,Hungary,November,1981,-0.919
HUN,Hungary,December,1981,-0.905
ISL,Iceland,January,1981,-1.59
ISL,Iceland,February,1981,-1.353
ISL,Iceland,March,1981,-1.843
ISL,Iceland,April,1981,0.999
ISL,Iceland,May,1981,-0.366
ISL,Iceland,June,1981,-0.749
ISL,Iceland,July,1981,-0.28
ISL,Iceland,August,1981,0.441
ISL,Iceland,September,1981,-0.757
ISL,Iceland,October,1981,-3.642
ISL,Iceland,November,1981,-1.705
ISL,Iceland,December,1981,-1.855
IND,India,January,1981,-0.003
IND,India,February,1981,0.513
IND,India,March,1981,-0.438
IND,India,April,1981,-0.057
IND,India,May,1981,-0.085
IND,India,June,1981,0.527
IND,India,July,1981,-0.156
IND,India,August,1981,0.129
IND,India,September,1981,0.179
IND,India,October,1981,0.165
IND,India,November,1981,-0.632
IND,India,December,1981,-0.209
INA,Indonesia,January,1981,-0.267
INA,Indonesia,February,1981,-0.063
INA,Indonesia,March,1981,0.158
INA,Indonesia,April,1981,0.057
INA,Indonesia,May,1981,0.083
INA,Indonesia,June,1981,0.446
INA,Indonesia,July,1981,0.459
INA,Indonesia,August,1981,0.746
INA,Indonesia,September,1981,0.081
INA,Indonesia,October,1981,0.138
INA,Indonesia,November,1981,-0.031
INA,Indonesia,December,1981,-0.181
IRI,Iran,January,1981,2.203
IRI,Iran,February,1981,1.596
IRI,Iran,March,1981,1.601
IRI,Iran,April,1981,0.849
IRI,Iran,May,1981,-0.105
IRI,Iran,June,1981,-0.462
IRI,Iran,July,1981,0.237
IRI,Iran,August,1981,0.303
IRI,Iran,September,1981,-0.052
IRI,Iran,October,1981,-0.433
IRI,Iran,November,1981,0.995
IRI,Iran,December,1981,2.348
IRQ,Iraq,January,1981,1.285
IRQ,Iraq,February,1981,0.59
IRQ,Iraq,March,1981,0.832
IRQ,Iraq,April,1981,-0.281
IRQ,Iraq,May,1981,-1.461
IRQ,Iraq,June,1981,-0.43
IRQ,Iraq,July,1981,0.519
IRQ,Iraq,August,1981,0.473
IRQ,Iraq,September,1981,0.73
IRQ,Iraq,October,1981,0.538
IRQ,Iraq,November,1981,-0.798
IRQ,Iraq,December,1981,2.106
IRL,Ireland,January,1981,1.779
IRL,Ireland,February,1981,0.239
IRL,Ireland,March,1981,1.613
IRL,Ireland,April,1981,0.476
IRL,Ireland,May,1981,-0.006
IRL,Ireland,June,1981,-0.515
IRL,Ireland,July,1981,-0.375
IRL,Ireland,August,1981,1.122
IRL,Ireland,September,1981,0.94
IRL,Ireland,October,1981,-2.765
IRL,Ireland,November,1981,1.196
IRL,Ireland,December,1981,-2.704
ISR,Israel,January,1981,-0.952
ISR,Israel,February,1981,-0.659
ISR,Israel,March,1981,0.536
ISR,Israel,April,1981,0.195
ISR,Israel,May,1981,-1.075
ISR,Israel,June,1981,-0.112
ISR,Israel,July,1981,0.256
ISR,Israel,August,1981,-0.052
ISR,Israel,September,1981,0.837
ISR,Israel,October,1981,0.788
ISR,Israel,November,1981,-2.099
ISR,Israel,December,1981,0.988
ITA,Italy,January,1981,-2.097
ITA,Italy,February,1981,-1.48
ITA,Italy,March,1981,1.728
ITA,Italy,April,1981,1.059
ITA,Italy,May,1981,-0.303
ITA,Italy,June,1981,0.589
ITA,Italy,July,1981,-1.096
ITA,Italy,August,1981,0.027
ITA,Italy,September,1981,0.417
ITA,Italy,October,1981,0.933
ITA,Italy,November,1981,-1.503
ITA,Italy,December,1981,0.046
JAM,Jamaica,January,1981,0.038
JAM,Jamaica,February,1981,1.198
JAM,Jamaica,March,1981,1.315
JAM,Jamaica,April,1981,0.813
JAM,Jamaica,May,1981,0.96
JAM,Jamaica,June,1981,0.731
JAM,Jamaica,July,1981,1.087
JAM,Jamaica,August,1981,0.862
JAM,Jamaica,September,1981,1.379
JAM,Jamaica,October,1981,0.783
JAM,Jamaica,November,1981,0.982
JAM,Jamaica,December,1981,1.897
JPN,Japan,January,1981,-1.395
JPN,Japan,February,1981,-0.424
